date,type,deaths,injuries,location,city,country
2011-08-15,Ambush,4.0,7.0,"near Dattykh village, Ingushetia, Russia",Dattykh Village,Russia
2011-08-16,"Raid, shootout",8.0,,"between Novoe Gadari and Toturbiykal villages, Dagestan, Russia",Between Novoe Gadari,Russia
2011-08-17,Ambush,8.0,15.0,"Hakkâri Province, Cukurca, Turkey",Hakkâri,Turkey
2011-08-18,Assassination,1.0,0.0,"Ingushetia, Russia",Ingushetia,Russia
2011-08-18,Raids,14.0,,"Makhachkala, Dagestan and Grozny, Duts-Khote village and Chishki village, Chechnya, Russia",Makhachkala,Russia
2011-08-18,IED,24.0,9.0,"between Obe district and Helmand, Afghanistan",Between Obe,Afghanistan
2011-08-18,Suicide bombing,3.0,9.0,"Gardez, Gardez province, Afghanistan",Gardez,Afghanistan
2011-08-18,"Ambush, shooting, bombing",17.0,40.0,"Beer Sheva and Eilat, Israel",Beer Sheva,Israel
2011-08-18,Air raids,,,"Kandil and Zap, Kurdistan Autonomous Region, Iraq",Kandil,Iraq
2011-08-18,Tribal conflict,38.0,,"Bier sub-county, Jonglei, South Sudan",Bier Sub-County,South Sudan
2011-08-18,Hostage taking,0.0,3.0,"between Puerto Wilches and Barrancabermeja, Santander department, Colombia",Between Puerto Wilches,Colombia
2011-08-19,"Suicide bombings, shootings",9.0,,"Kabul, Afghanistan",Kabul,Afghanistan
2011-08-19,Drone bombing,4.0,,"northwestern tribal areas, Pakistan",Ern Tribal Areas,Pakistan
2011-08-19,Suicide bombing,48.0,100.0,"Jamrud, Ghundai, Khyber Agency, Pakistan",Jamrud,Pakistan
2011-08-20,Interception and shooting,13.0,0.0,"Gurez district, Jammu and Kashmir, India",Gurez,India
2011-08-21,Rocket,7.0,0.0,"near Qalat Dizah in Sulaimaniya, Kurdistan Autonomous Region, Iraq",Qalat Dizah In Sulaimaniya,Iraq
2011-08-22,Shooting,72.0,2.0,"San Fernando, Mexico",San Fernando,Mexico
2011-08-25,Bicycle bomb,10.0,14.0,"Nowshera, Khyber Pakhtunkhwa, Pakistan",Nowshera,Pakistan
2011-08-28,Police firing,1.0,,"Cukurca, Van province, Turkey",Cukurca,Turkey
2011-09-04,Arson,0.0,0.0,"Mostar, Bosnia and Herzegovina",Mostar,Bosnia and Herzegovina
2011-09-13,Shooting/Bombing/Suicide attack,9.0,,"Kabul, Afghanistan",Kabul,Afghanistan
2011-09-14,Bombings,17.0,55.0,"Hamza and Habaniya, Iraq",Hamza,Iraq
2011-09-23,Drive-by Shooting,4.0,0.0,"Makhachkala, Dagestan",Makhachkala,Russia
2011-10-04,Car Bombing,70.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2011-10-23,Hostage taking,0.0,1.0,"Rabouni camp, Algeria",Rabouni Camp,Algeria
2011-11-25,Parcel bomb,1.0,0.0,"Innisfail, Alberta, Canada",Innisfail,Canada
2011-12-06,Suicide bombing,74.0,,"Kabul, and Mazar-e Sharif, Afghanistan",Kabul,Afghanistan
2011-12-09,Bombing,0.0,1.0,"Rome, Italy",Rome,Italy
2011-12-12,Bombing,1.0,10.0,"Jos, Nigeria",Jos,Nigeria
2011-12-12,Shootings,3.0,3.0,"Florence, Italy",Florence,Italy
2011-12-13,Murder-suicide,6.0,125.0,"Liège, Belgium",Liège,Belgium
2011-12-16,Police shooting,11.0,86.0,"Zhanaozen, Kazakhstan",Zhanaozen,Kazakhstan
2011-12-22,Bombing,5.0,,"Ghazni, Afghanistan",Ghazni,Afghanistan
2011-12-22,Suicide and car bombings,63.0,185.0,"Baghdad, Iraq",Baghdad,Iraq
2012-01-01,Shootings,6.0,28.0,"Garissa, Kenya",Garissa,Kenya
2012-01-02,Ambush,7.0,0.0,"Gujrat, Pakistan",Gujrat,Pakistan
2012-01-03,"Suicide bombing, bombing",11.0,35.0,"Kandahar, Afghanistan",Kandahar,Afghanistan
2012-01-03,Bicycle bombing,2.0,24.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-01-03,Grenade attack,2.0,16.0,"Kigali, Rwanda",Kigali,Rwanda
2012-01-03,"Shootings, sticky bombs, IEDs",3.0,13.0,"Mosul and Baghdad, Iraq",Mosul,Iraq
2012-01-04,"Shootings, bombings",8.0,17.0,"Mosul, Baqubah and Baghdad, Iraq",Mosul,Iraq
2012-01-05,"Suicide bombings, bombings",73.0,149.0,"Nasiriyah and Baghdad, Iraq",Nasiriyah,Iraq
2012-01-05,Shootings,37.0,,"Mubi, Gombi and Yola, Nigeria",Mubi,Nigeria
2012-01-06,"Shootings, mortar attacks, IEDs",8.0,50.0,"Baghdad, Mosul and Balad, Iraq",Baghdad,Iraq
2012-01-06,Suicide bombing,26.0,63.0,"Damascus, Syria",Damascus,Syria
2012-01-08,Firefight,8.0,16.0,"Vedensky District, Chechnya, Russia",Vedensky,Russia
2012-01-09,"Shootings, car bombs, suicide bombings, IEDs",21.0,92.0,"Baghdad and Kirkuk, Iraq",Baghdad,Iraq
2012-01-10,"Shootings, suicide bombings",7.0,3.0,"Sharan, Afghanistan",Sharan,Afghanistan
2012-01-10,Car bombing,29.0,50.0,"Jamrud, Khyber Agency, Pakistan",Jamrud,Pakistan
2012-01-10,Shooting,8.0,,"Potiskum, Nigeria",Potiskum,Nigeria
2012-01-12,"Suicide bombings, bombings",9.0,46.0,"Kabul, Afghanistan",Kabul,Afghanistan
2012-01-12,"Shootings, grenade attacks, kidnappings",7.0,2.0,"Wajir District, Kenya",Wajir,Kenya
2012-01-14,"Suicide bombing, IEDs, car bombing",55.0,141.0,"Basra, Iraq",Basra,Iraq
2012-01-15,"Suicide bombings, car bombings",13.0,10.0,"Ramadi, Iraq",Ramadi,Iraq
2012-01-15,Bombing,18.0,20.0,"Rahim Yar Khan District, Pakistan",Rahim Yar Khan,Pakistan
2012-01-16,"Car bombings, IEDs",15.0,26.0,"Bartella and Al Hillah, Iraq",Bartella,Iraq
2012-01-17,"Shootings, bombings",10.0,5.0,"Mosul and Rutba, Iraq",Mosul,Iraq
2012-01-17,"Shooting, kidnapping",5.0,3.0,"Afar Region, Ethiopia",A,Ethiopia
2012-01-18,"Suicide bombing, IED",17.0,22.0,"Kajaki District, Afghanistan",Kajaki,Afghanistan
2012-01-19,Suicide bombing,15.0,50.0,"Baquba, Iraq",Baquba,Iraq
2012-01-19,Suicide bombing,9.0,10.0,"Kandahar, Afghanistan",Kandahar,Afghanistan
2012-01-19,Suicide bombing,6.0,,"Mogadishu, Somalia",Mogadishu,Somalia
2012-01-20,Shooting,4.0,17.0,"Tagab District, Kapisa, Afghanistan",Tagab,Afghanistan
2012-01-20,"Shootings, bombings",185.0,,"Kano, Nigeria",Kano,Nigeria
2012-01-22,"Shootings, bombings",10.0,,"Tafara Balewa, Nigeria",Taa Balewa,Nigeria
2012-01-24,"Shootings, car bombs, IEDs",20.0,87.0,"Baghdad and Mosul, Iraq",Baghdad,Iraq
2012-01-24,Grenade attack,0.0,10.0,"Muhanga, Rwanda",Muhanga,Rwanda
2012-01-26,"Shootings, bombings",26.0,34.0,"Kirkuk, Baghdad and Mosul, Iraq",Kirkuk,Iraq
2012-01-27,"Suicide bombing, shootings, bombings",37.0,71.0,"Baghdad, Iraq",Baghdad,Iraq
2012-01-28,"Shootings, bombings",7.0,10.0,"Baghdad and Tuz Khormato, Iraq",Baghdad,Iraq
2012-01-30,"Shootings, bombings, suicide bombing",8.0,11.0,"Baqubah, Mosul and Basra, Iraq",Baqubah,Iraq
2012-01-30,Suicide bombings,6.0,20.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-01-31,Suicide bombing,2.0,0.0,"Galkayo, Somalia",Galkayo,Somalia
2012-02-01,Motorcycle bomb,5.0,20.0,"Tumaco, Colombia",Tumaco,Colombia
2012-02-08,Car bombing,15.0,20.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-02-10,Suicide car bombings,28.0,235.0,"Aleppo, Syria",Aleppo,Syria
2012-02-11,Bombing,7.0,3.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-02-13,Car bomb,0.0,4.0,"New Delhi, India",New Delhi,India
2012-02-17,Suicide Bombing,39.0,67.0,"Parachinar, Pakistan",Parachinar,Pakistan
2012-02-19,Bombing,7.0,5.0,"Khyber Agency, Pakistan",Khyber Agency,Pakistan
2012-02-19,Suicide bombing,19.0,26.0,"Baghdad, Iraq",Baghdad,Iraq
2012-02-19,Shooting,1.0,2.0,"Kandahar, Afghanistan",Kandahar,Afghanistan
2012-02-23,"Suicide bombings, car bombs, shootings, IEDs",60.0,200.0,"Baghdad, Tikrit, Baqubah and others, Iraq",Baghdad,Iraq
2012-02-23,Car bombing,12.0,,"Peshawar, Pakistan",Peshawar,Pakistan
2012-02-24,"Bombings, attempted jailbreak",12.0,1.0,"Gombe, Nigeria",Gombe,Nigeria
2012-02-25,Bombing,6.0,12.0,"Badghis Province, Afghanistan",Badghis,Afghanistan
2012-02-25,Suicide car bombing,26.0,30.0,"Mukalla, Yemen",Mukalla,Yemen
2012-02-26,"Suicide car bombing, bombing",2.0,43.0,"Jos, Nigeria",Jos,Nigeria
2012-02-27,Suicide car bombing,9.0,23.0,"Jalalabad, Afghanistan",Jalalabad,Afghanistan
2012-02-27,Bombing,3.0,7.0,"Kathmandu, Nepal",Kathmandu,Nepal
2012-02-27,Bombing,6.0,14.0,"Nowshera, Pakistan",Nowshera,Pakistan
2012-02-27,Stabbings,24.0,18.0,"Yecheng, China",Yecheng,China
2012-03-01,Bombing,0.0,16.0,"Istanbul, Turkey",Istanbul,Turkey
2012-03-01,Shooting,4.0,0.0,"Bayelsa State, Nigeria",Bayelsa State,Nigeria
2012-03-02,Suicide bombing,7.0,5.0,"Khyber Agency, Pakistan",Khyber Agency,Pakistan
2012-03-02,Gunbattle,33.0,,"Tirah, Pakistan",Tirah,Pakistan
2012-03-03,Suicide \ Car bombing (unconfirmed),7.0,8.0,"Deraa, Syria",Deraa,Syria
2012-03-03,Suicide bombing,0.0,23.0,"Tamanrasset, Algeria",Tamanrasset,Algeria
2012-03-05,"Shootings, assassinations",27.0,3.0,"Haditha, Iraq",Haditha,Iraq
2012-03-07,"Car bomb, suicide bombing",14.0,23.0,"Tal Afar, Iraq",Tal A,Iraq
2012-03-07,Suicide bombing,5.0,,"Karabudakhkent, Dagestan, Russian Federation",Karabudakhkent,Russia
2012-03-07,"Bombing, kidnappings, firefight",7.0,12.0,"Yala Province, Thailand",Yala,Thailand
2012-03-10,Shootings,3.0,1.0,"Toulouse and Montauban, France",Toulouse,France
2012-03-10,Grenade attack,6.0,68.0,"Nairobi, Kenya",Nairobi,Kenya
2012-03-11,Suicide bombing,15.0,37.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-03-11,"Car bombing, reprisal killings",14.0,,"Jos, Nigeria",Jos,Nigeria
2012-03-12,Petrol bomb,1.0,1.0,"Anderlecht, Belgium",Anderlecht,Belgium
2012-03-12,"Shootings, robberies",14.0,14.0,"Baghdad and Tarmiyah, Iraq",Baghdad,Iraq
2012-03-13,Shooting,19.0,8.0,"Gambela Region, Ethiopia",Gambela,Ethiopia
2012-03-14,Suicide bombing,4.0,10.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-03-14,"Motorcycle bomb, IED",9.0,3.0,"Helmand Province, Afghanistan",Helmand,Afghanistan
2012-03-17,Car bombings,27.0,140.0,"Damascus, Syria",Damascus,Syria
2012-03-17,Ambush,11.0,2.0,"Arauca, Colombia",Arauca,Colombia
2012-03-18,Shooting,1.0,0.0,"Taiz, Yemen",Taiz,Yemen
2012-03-18,Car bombing,3.0,25.0,"Aleppo, Syria",Aleppo,Syria
2012-03-20,"Suicide bombings, car bombs, shootings",52.0,250.0,"Baghdad and 10 other cities, Iraq",Baghdad,Iraq
2012-03-26,Mortar attack,2.0,8.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-03-31,Bombings,1.0,24.0,"Mombasa, Kenya",Mombasa,Kenya
2012-03-31,"Firefight, aerial bombardment",27.0,,"Lahij Governorate, Yemen",Lahij Governorate,Yemen
2012-03-31,Bombings,16.0,321.0,"Yala and Hat Yai, Thailand",Yala,Thailand
2012-04-01,Ambush,7.0,,"near Shibam, Hadhramaut Governorate, Yemen",Shibam,Yemen
2012-04-04,Suicide bombing,10.0,20.0,"Maymana, Afghanistan",Maymana,Afghanistan
2012-04-04,Suicide bombing,6.0,10.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-04-08,Suicide car bombing,41.0,,"Kaduna and Jos, Nigeria",Kaduna,Nigeria
2012-04-09,Bombing,12.0,18.0,"Baidoa, Somalia",Baidoa,Somalia
2012-04-10,Firefight,14.0,8.0,"Ma'rib Governorate, Yemen",Ma'Rib Governorate,Yemen
2012-04-10,Suicide bombings,15.0,27.0,"Helmand and Herat Province, Afghanistan",Helmand,Afghanistan
2012-04-13,Ambushes,7.0,12.0,"outskirts of Baghdad, Iraq",Baghdad,Iraq
2012-04-15,"Suicide bombings, firefights, sieges",51.0,44.0,"Kabul and Nangarhar, Paktia and Logar provinces, Afghanistan",Kabul,Afghanistan
2012-04-19,"Car bombs, Suicide bombings, IEDs",36.0,150.0,"Baghdad and at least 6 other cities, Iraq",Baghdad,Iraq
2012-04-25,Shooting,4.0,4.0,"near Paveh, Iran",Paveh,Iran
2012-04-26,Suicide bombings,9.0,30.0,"Abuja and Kaduna, Nigeria",Abuja,Nigeria
2012-04-27,Bombings,0.0,27.0,"Dnipropetrovsk, Ukraine",Dnipropetrovsk,Ukraine
2012-04-27,"Ambush, mortar attack",8.0,0.0,"Caquetá Department, Colombia",Caquetá Department,Colombia
2012-04-27,Ambush,3.0,2.0,"Apurímac Region, Peru",Apurímac,Peru
2012-04-27,Suicide bombing,9.0,26.0,"Damascus, Syria",Damascus,Syria
2012-04-29,Shootings,21.0,,"Kano and Maiduguri, Nigeria",Kano,Nigeria
2012-04-29,Bombing,1.0,10.0,"Nairobi, Kenya",Nairobi,Kenya
2012-04-30,Bombing,9.0,100.0,"Idlib, Syria",Idlib,Syria
2012-05-01,"Suicide bombing, car bomb",9.0,12.0,"Dhusamareb and Mogadishu, Somalia",Dhusamareb,Somalia
2012-05-01,Roadside bomb,3.0,7.0,"Pattani Province, Thailand",Pattani,Thailand
2012-05-01,Bombing,4.0,18.0,"Janakpur, Nepal",Janakpur,Nepal
2012-05-03,"Car bombing, shootings",7.0,17.0,"Kabul, Afghanistan",Kabul,Afghanistan
2012-05-03,Suicide bombings,13.0,130.0,"Makhachkala, Dagestan, Russia",Makhachkala,Russia
2012-05-04,Suicide bombing,20.0,45.0,"Khaar, Pakistan",Khaar,Pakistan
2012-05-10,Suicide car bombings,55.0,400.0,"Damascus, Syria",Damascus,Syria
2012-05-10,Smoke Bombings,0.0,0.0,"Montreal, Canada",Montreal,Canada
2012-05-15,Bombing,2.0,39.0,"Bogota, Colombia",Bogota,Colombia
2012-05-15,"Suicide bombing, shootings, IEDs",12.0,55.0,"Mosul and Kirkuk, Iraq",Mosul,Iraq
2012-05-16,"Suicide bombing, shootings",11.0,12.0,"Farah, Afghanistan",Ah,Afghanistan
2012-05-19,School Bombing,1.0,5.0,"Brindisi, Italy",Brindisi,Italy
2012-05-21,Suicide bombing,120.0,350.0,"Sana'a, Yemen",Sana'A,Yemen
2012-05-31,"Car bombings, bombings",18.0,53.0,"Baghdad, Iraq",Baghdad,Iraq
2012-06-03,Suicide car bombing,15.0,42.0,"Bauchi, Nigeria",Bauchi,Nigeria
2012-06-04,Suicide car bombing,34.0,200.0,"Baghdad, Iraq",Baghdad,Iraq
2012-06-06,Suicide bombings,22.0,50.0,"Kandahar, Afghanistan",Kandahar,Afghanistan
2012-06-07,Motorcycle bomb,14.0,40.0,"Quetta, Pakistan",Quetta,Pakistan
2012-06-08,Bombing,21.0,42.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-06-08,Ambush,15.0,,"Moyen-Cavally, Côte d'Ivoire",Moyen-Cavally,Ivory Coast
2012-06-10,Mortar attack,6.0,38.0,"Baghdad, Iraq",Baghdad,Iraq
2012-06-13,"Car bombings, shootings",93.0,312.0,"Baghdad and six other cities, Iraq",Baghdad,Iraq
2012-06-16,Car bombings,26.0,68.0,"Baghdad, Iraq",Baghdad,Iraq
2012-06-16,Car bombings,26.0,65.0,"Landi Kotal, Pakistan",Landi Kotal,Pakistan
2012-06-17,Suicide bombings,21.0,100.0,"Zaria and Kaduna, Nigeria",Zaria,Nigeria
2012-06-18,Suicide bombing,3.0,12.0,"Aden, Yemen",Aden,Yemen
2012-06-18,Suicide bombing,22.0,50.0,"Baqubah, Iraq",Baqubah,Iraq
2012-06-21,"Shootings, hostage crisis",21.0,,"Lake Qargha, near Kabul, Afghanistan",Lake Qargha,Afghanistan
2012-06-22,"Bombings, shootings",18.0,119.0,"Baghdad, Iraq",Baghdad,Iraq
2012-06-25,Bombings,14.0,29.0,"Hillah and Baqubah, Iraq",Hillah,Iraq
2012-06-28,"Bombings, shootings",21.0,113.0,"Baghdad, Taji and Baqubah, Iraq",Baghdad,Iraq
2012-06-29,"Suicide bombings, shooting",11.0,49.0,"Balad, Iraq",Balad,Iraq
2012-06-29,Airplane hijacking,2.0,13.0,"Hotan, Xinjiang, China",Hotan,China
2012-07-01,"Bombings, shootings",18.0,40.0,"Garissa, Kenya",Garissa,Kenya
2012-07-01,Arson,0.0,0.0,"Montreal, Canada",Montreal,Canada
2012-07-03,"Bombings, shootings",40.0,122.0,"Al Diwaniyah, Iraq",Al Diwaniyah,Iraq
2012-07-04,"Bombing, shootings",11.0,22.0,"Wasit Province, Iraq",Wasit,Iraq
2012-07-04,Ambush,5.0,3.0,"Putumayo Department, Colombia",Putumayo Department,Colombia
2012-07-06,Car bombing,7.0,20.0,"Ramadi, Iraq",Ramadi,Iraq
2012-07-08,"Bombings, shootings",35.0,,"Kandahar, Afghanistan",Kandahar,Afghanistan
2012-07-09,Ambush,7.0,5.0,"Wazirabad, Pakistan",Wazirabad,Pakistan
2012-07-11,Suicide bombing,8.0,15.0,"Sana'a, Yemen",Sana'A,Yemen
2012-07-13,Suicide bombing,5.0,6.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2012-07-14,Suicide bombing,23.0,60.0,"Aybak, Afghanistan",Aybak,Afghanistan
2012-07-18,Suicide bombing,7.0,34.0,"Burgas, Bulgaria",Burgas,Bulgaria
2012-07-18,Bombing,4.0,2.0,"Damascus, Syria",Damascus,Syria
2012-07-19,"Shooting, bombing",1.0,1.0,"Kazan, Tatarstan, Russia",Kazan,Russia
2012-07-21,Suicide bombing,9.0,15.0,"Kurram Valley, Pakistan",Kurram Valley,Pakistan
2012-07-22,"Car bombings, shootings",23.0,74.0,"Mahmoudiyah, Baghdad and Najaf, Iraq",Mahmoudiyah,Iraq
2012-07-23,"Car bombings, suicide bombings, shootings",116.0,299.0,across Iraq,Unknown,Iraq
2012-07-26,Shootings,12.0,1.0,"near Baqubah, Iraq",Baqubah,Iraq
2012-07-31,Car bombings,24.0,61.0,"Baghdad, Iraq",Baghdad,Iraq
2012-08-01,Serial bomb blasts,0.0,1.0,"Pune, India",Pune,India
2012-08-01,Shooting,4.0,1.0,"Jaʿār, Yemen",JaʿĀr,Yemen
2012-08-04,Suicide bombing,45.0,40.0,"Jaʿār, Yemen",JaʿĀr,Yemen
2012-08-05,Suicide bombing,8.0,9.0,"Damaturu, Nigeria",Damaturu,Nigeria
2012-08-05,Shooting,16.0,7.0,"Kerem Shalom, Egypt",Kerem Shalom,Egypt
2012-08-06,Suicide bombing,4.0,3.0,"Grozny, Chechnya, Russia",Grozny,Russia
2012-08-06,Shooting,22.0,20.0,"Okene, Kogi State, Nigeria",Okene,Nigeria
2012-08-07,"Suicide bombing, IED, shootings",12.0,22.0,"Kabul Province and Pul-i-Alam, Afghanistan",Kabul,Afghanistan
2012-08-07,"Car bombing, shooting",21.0,30.0,"south of Baghdad and Baiji, Iraq",Baghdad,Iraq
2012-08-10,"Truck bomb, shootings",13.0,74.0,"Mosul, Iraq",Mosul,Iraq
2012-08-10,"Shootings, IED",13.0,3.0,"Helmand Province, Afghanistan",Helmand,Afghanistan
2012-08-12,Raid,21.0,2.0,"Maiduguri, Nigeria",Maiduguri,Nigeria
2012-08-14,"Suicide bombings, IED, shootings",56.0,167.0,"Zaranj and Kunduz Province, Afghanistan",Zaranj,Afghanistan
2012-08-16,"Suicide bombings, car bombs, shootings",128.0,417.0,across Iraq,Unknown,Iraq
2012-08-18,"Suicide bombing, shooting",20.0,13.0,"Aden, Yemen",Aden,Yemen
2012-08-18,Suicide bombing,5.0,0.0,"Quetta, Balochistan",Quetta,Pakistan
2012-08-18,Drone bombing,5.0,3.0,"North Waziristan, Pakistan",Waziristan,Pakistan
2012-08-19,Air strike,13.0,10.0,"Kunar province, Afghanistan",Kunar,Afghanistan
2012-08-19,Car bombings,2.0,2.0,"Tripoli, Libya",Tripoli,Libya
2012-08-19,Suicide bombing,7.0,15.0,"Ingushetia, Russia",Ingushetia,Russia
2012-08-20,Car bombing,9.0,69.0,"Gaziantep, Turkey",Gaziantep,Turkey
2012-08-28,Suicide bombing,7.0,0.0,"Dagestan, Russia",Dagestan,Russia
2012-08-29,Car bombing,12.0,48.0,"Damascus, Syria",Damascus,Syria
2012-09-01,Ambush,1.0,0.0,"County Armagh, United Kingdom",County Armagh,United Kingdom
2012-09-01,Suicide bombings,14.0,50.0,"Saydabad District, Afghanistan",Saydabad,Afghanistan
2012-09-02,Shootings,13.0,7.0,"Beytüşşebap, Turkey",Beytüşşebap,Turkey
2012-09-07,Bombings,5.0,3.0,"Damascus, Syria",Damascus,Syria
2012-09-08,Suicide bombing,6.0,4.0,"Kabul, Afghanistan",Kabul,Afghanistan
2012-09-09,"Bombings, shootings",108.0,371.0,across Iraq,Unknown,Iraq
2012-09-09,Car bombing,30.0,64.0,"Aleppo, Syria",Aleppo,Syria
2012-09-10,Car bombing,14.0,45.0,"Parachinar, Pakistan",Parachinar,Pakistan
2012-09-10,Suicide bombing,16.0,30.0,"Kunduz, Afghanistan",Kunduz,Afghanistan
2012-09-11,"Suicide bombing, mortar attack",8.0,8.0,"Bagram Airfield, Afghanistan",Bagram Airfield,Afghanistan
2012-09-11,Suicide bombing,1.0,7.0,"Istanbul, Turkey",Istanbul,Turkey
2012-09-11,Terror attack,4.0,,"Benghazi, Libya",Benghazi,Libya
2012-09-11,Car bombing,12.0,15.0,"Sana'a, Yemen",Sana'A,Yemen
2012-09-12,Suicide bombings,5.0,9.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-09-15,"IED, shooting",12.0,9.0,"Bingol Province, Turkey",Bingol,Turkey
2012-09-15,"Shooting, arson",0.0,4.0,"Batman Province, Turkey",Batman,Turkey
2012-09-16,Roadside bombing,14.0,7.0,"Lower Dir, Pakistan",Lower Dir,Pakistan
2012-09-17,Suicide bombing,8.0,31.0,"Baghdad, Iraq",Baghdad,Iraq
2012-09-18,Ambush,10.0,60.0,"Bingol Province, Turkey",Bingol,Turkey
2012-09-18,Suicide bombing,14.0,13.0,"Kabul, Afghanistan",Kabul,Afghanistan
2012-09-18,Bombings,10.0,29.0,"Karachi and Quetta, Pakistan",Karachi,Pakistan
2012-09-19,Car bombing,12.0,25.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-09-20,Suicide bombing,15.0,20.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-09-21,Bombing,6.0,40.0,"Sai Buri District, Thailand",Sai Buri,Thailand
2012-09-25,Bombing,7.0,5.0,"Tunceli, Turkey",Tunceli,Turkey
2012-09-26,Bombings,4.0,14.0,"Damascus, Syria",Damascus,Syria
2012-09-30,Suicide bombing,4.0,15.0,"Qamishli, Syria",Qamishli,Syria
2012-09-30,"Shooting, grenade attack",3.0,3.0,"Nairobi and Garissa, Kenya",Nairobi,Kenya
2012-09-30,"Car bombs, shootings",37.0,90.0,across Iraq,Unknown,Iraq
2012-10-01,Suicide bombing,19.0,59.0,"Khost, Afghanistan",Khost,Afghanistan
2012-10-02,Massacre,24.0,0.0,"Mubi, Nigeria",Mubi,Nigeria
2012-10-03,Suicide bombings,48.0,100.0,"Aleppo, Syria",Aleppo,Syria
2012-10-08,Shootings,11.0,0.0,southern Thailand,Unknown,Thailand
2012-10-14,Car bombing,15.0,30.0,"Darra Adam Khel, Pakistan",Darra Adam Khel,Pakistan
2012-10-19,Bombing,3.0,,"Do Ab, Afghanistan",Do Ab,Afghanistan
2012-10-19,Car bombing,8.0,110.0,"Beirut, Lebanon",Beirut,Lebanon
2012-10-19,"Car bombing, shooting",24.0,29.0,"Abyan Governorate, Yemen",Abyan Governorate,Yemen
2012-10-19,Roadside bombing,19.0,14.0,"Balkh Province, Afghanistan",Balkh,Afghanistan
2012-10-21,Car bombing,13.0,29.0,"Damascus, Syria",Damascus,Syria
2012-10-24,Shooting,3.0,0.0,"Kazan, Russia",Kazan,Russia
2012-10-26,Suicide bombing,41.0,50.0,"Maymana, Afghanistan",Maymana,Afghanistan
2012-10-27,"Suicide bombings, IEDs, shootings",46.0,123.0,across Iraq,Unknown,Iraq
2012-10-27,Shooting ambush,14.0,0.0,"Patikul, Philippines",Patikul,Philippines
2012-10-28,Suicide bombing,10.0,100.0,"Kaduna, Nigeria",Kaduna,Nigeria
2012-10-29,Car bombing,10.0,41.0,"Damascus, Syria",Damascus,Syria
2012-11-02,Shooting,18.0,0.0,"Khuzdar, Pakistan",Khuzdar,Pakistan
2012-11-02,Ambush,4.0,0.0,"Davao, Philippines",Davao,Philippines
2012-11-02,Attempted Bombing,0.0,0.0,"Surrey, British Columbia, Canada",Surrey,Canada
2012-11-05,Bombings,2.0,1.0,"Manama, Bahrain",Manama,Bahrain
2012-11-06,Car bombing,31.0,50.0,"Taji, Iraq",Taji,Iraq
2012-11-08,"Suicide bombing, IEDs",18.0,10.0,across Afghanistan,Unknown,Afghanistan
2012-11-14,"Bombings, shootings",29.0,194.0,across Iraq,Unknown,Iraq
2012-11-16,Roadside bombing,17.0,14.0,"Farah Province, Afghanistan",Ah,Afghanistan
2012-11-21,Bombings,3.0,0.0,"Dagestan, Russia",Dagestan,Russia
2012-11-21,Bombing,0.0,28.0,"Tel Aviv, Israel",Tel Aviv,Israel
2012-11-21,"Suicide bombing, bombing",18.0,41.0,"Rawalpindi and Quetta, Pakistan",Rawalpindi,Pakistan
2012-11-25,Suicide car bombings,11.0,30.0,"Kaduna State, Nigeria",Kaduna State,Nigeria
2012-11-27,Car bombings,33.0,126.0,"Baghdad, Kirkuk and Anbar Province, Iraq",Baghdad,Iraq
2012-11-28,Car bombings,54.0,120.0,"Jaramana, Syria",Jaramana,Syria
2012-11-29,Roadside bombing,10.0,8.0,"Uruzgan Province, Afghanistan",Uruzgan,Afghanistan
2012-11-29,"Car bombings, IEDs",48.0,208.0,across Iraq,Unknown,Iraq
2012-12-02,"Bombing, shooting",15.0,,"Jalalabad, Afghanistan",Jalalabad,Afghanistan
2012-12-02,Massacre,10.0,0.0,"Borno State, Nigeria",Borno State,Nigeria
2012-12-07,Grenade attack,5.0,37.0,"Nairobi, Kenya",Nairobi,Kenya
2012-12-08,Ambush,17.0,0.0,"Ma'rib Governorate, Yemen",Ma'Rib Governorate,Yemen
2012-12-13,Car bombing,16.0,25.0,"Qatana, Syria",Qatana,Syria
2012-12-13,Suicide car bombing,3.0,21.0,"Kandahar, Afghanistan",Kandahar,Afghanistan
2012-12-14,Suicide car bombing,2.0,7.0,"Mogadishu, Somalia",Mogadishu,Somalia
2012-12-14,Bombing,0.0,0.0,"Hadramawt, Yemen",Hadramawt,Yemen
2012-12-15,Raid,4.0,45.0,"Peshawar, Pakistan",Peshawar,Pakistan
2012-12-16,"Bombings, IEDs",19.0,77.0,northern Iraq,Unknown,Iraq
